STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMIN
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-20,74,55
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-21,74,56
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-22,77,58
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-23,67,56
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-24,68,54
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-25,67,58
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-26,72,60
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-27,69,62
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-28,69,60
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-29,70,61
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-30,70,63
NLE00102484,"WIJK AAN ZEE, NL",52.5053,4.6031,9,2017-07-31,71,61
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-01,73,50
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-02,71,49
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-03,73,58
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-04,70,60
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-05,73,53
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-06,76,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-07,80,53
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-08,82,53
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-09,73,53
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-10,78,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-11,71,59
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-12,83,59
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-13,88,59
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-14,89,60
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-15,84,62
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-16,70,60
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-17,71,57
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-18,69,58
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-19,68,49
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-20,68,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-21,69,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-22,70,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-23,69,45
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-24,74,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-25,76,54
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-26,66,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-27,69,42
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-28,71,61
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-29,64,57
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-09-30,66,51
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-01,64,50
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-02,60,48
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-03,66,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-04,63,50
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-05,57,42
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-06,55,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-07,58,50
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-08,58,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-09,58,34
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-10,56,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-11,56,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-12,52,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-13,53,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-14,56,45
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-15,57,48
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-16,66,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-17,61,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-18,55,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-19,54,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-20,54,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-21,55,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-22,51,34
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-23,53,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-24,49,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-25,50,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-26,55,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-27,57,51
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-28,59,51
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-29,60,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-30,,
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-10-31,61,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-01,57,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-02,53,36
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-03,54,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-04,49,43
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-05,51,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-06,49,36
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-07,42,32
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-08,42,27
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-09,40,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-10,41,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-11,42,26
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-12,41,26
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-13,40,30
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-14,44,28
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-15,55,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-16,58,49
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-17,53,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-18,47,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-19,47,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-20,55,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-21,57,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-22,58,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-23,52,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-24,48,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-25,47,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-26,38,27
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-27,49,30
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-28,40,25
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-29,40,19
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-11-30,44,19
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-01,49,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-02,49,27
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-03,47,24
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-04,39,23
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-05,39,20
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-06,42,22
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-07,49,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-08,49,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-09,51,45
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-10,49,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-11,49,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-12,46,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-13,46,42
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-14,48,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-15,46,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-16,46,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-17,47,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-18,48,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-19,46,32
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-20,34,27
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-21,45,32
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-22,44,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-23,46,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-24,49,43
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-25,53,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-26,53,43
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-27,49,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-28,40,26
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-29,31,25
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-30,35,25
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2016-12-31,38,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-01,35,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-02,44,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-03,45,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-04,45,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-05,38,21
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-06,31,20
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-07,38,28
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-08,43,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-09,43,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-10,44,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-11,51,42
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-12,45,32
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-13,42,32
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-14,41,32
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-15,41,29
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-16,34,24
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-17,34,23
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-18,29,22
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-19,38,22
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-20,41,23
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-21,41,23
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-22,39,19
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-23,38,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-24,36,32
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-25,33,24
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-26,33,22
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-27,41,19
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-28,47,36
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-29,44,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-30,45,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-01-31,43,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-01,42,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-02,55,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-03,53,43
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-04,45,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-05,46,30
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-06,44,30
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-07,39,34
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-08,34,30
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-09,30,27
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-10,30,24
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-11,34,29
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-12,37,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-13,45,29
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-14,49,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-15,56,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-16,50,42
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-17,47,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-18,51,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-19,49,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-20,52,45
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-21,52,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-22,51,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-23,51,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-24,48,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-25,48,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-26,51,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-27,51,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-02-28,44,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-01,49,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-02,47,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-03,48,34
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-04,56,43
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-05,51,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-06,49,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-07,49,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-08,51,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-09,55,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-10,52,30
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-11,55,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-12,59,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-13,57,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-14,59,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-15,57,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-16,62,34
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-17,51,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-18,55,45
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-19,55,50
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-20,53,48
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-21,50,34
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-22,54,31
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-23,57,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-24,58,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-25,58,36
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-26,55,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-27,63,35
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-28,67,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-29,58,51
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-30,71,51
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-03-31,71,48
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-01,57,43
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-02,62,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-03,58,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-04,62,36
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-05,55,43
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-06,53,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-07,57,45
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-08,60,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-09,70,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-10,60,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-11,57,36
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-12,53,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-13,56,43
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-14,55,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-15,54,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-16,51,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-17,52,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-18,52,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-19,47,30
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-20,55,26
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-21,59,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-22,52,39
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-23,53,36
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-24,55,41
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-25,50,36
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-26,51,29
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-27,52,28
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-28,53,37
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-29,57,33
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-04-30,65,38
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-01,57,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-02,59,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-03,59,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-04,56,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-05,52,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-06,66,43
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-07,61,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-08,60,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-09,57,34
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-10,61,32
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-11,73,40
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-12,70,54
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-13,66,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-14,68,44
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-15,70,42
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-16,79,59
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-17,83,58
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-18,70,58
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-19,62,51
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-20,63,45
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-21,68,42
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-22,76,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-23,70,50
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-24,72,48
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-25,73,49
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-26,80,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-27,89,61
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-28,80,59
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-29,83,60
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-30,70,60
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-05-31,72,51
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-01,74,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-02,80,51
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-03,75,58
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-04,67,48
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-05,73,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-06,63,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-07,63,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-08,74,53
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-09,67,55
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-10,75,53
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-11,81,54
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-12,64,58
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-13,69,49
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-14,76,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-15,80,54
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-16,64,55
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-17,74,55
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-18,82,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-19,88,57
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-20,81,59
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-21,84,56
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-22,87,63
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-23,74,62
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-24,64,61
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-25,66,60
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-26,69,54
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-27,71,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-28,71,59
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-29,71,56
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-06-30,69,53
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-01,70,57
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-02,67,48
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-03,72,47
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-04,74,59
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-05,77,54
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-06,80,51
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-07,79,60
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-08,76,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-09,74,48
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-10,79,57
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-11,69,60
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-12,65,48
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-13,69,45
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-14,65,46
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-15,71,52
NLM00006260,"DE BILT 1, NL",52.1014,5.1867,2,2017-07-16,72,61
